booking_id,booking_date,travel_date,customer_id,cust_segment,tour_type,channel,payment_method,destination,pax,base_price_vnd,discount_rate,booking_status,revenue_vnd,satisfaction,is_returning,DateAnomaly
B02533,2023-08-15,2023-10-04,C0768,Young Professional,Adventure,Agent,Card,Hạ Long,4,5355000.0,0.0539477097691901,Completed,20264000.0,4.3,True,False
B03375,2024-07-26,2024-09-06,C0768,Family,Family,Call Center,E-wallet,Đà Nẵng,2,3322000.0,0.1397535428805824,Completed,5715000.0,4.3,True,False
B02290,2023-04-21,2023-06-14,C0769,Young Professional,Beach,Website,Card,Đà Nẵng,4,4463000.0,0.0467546888801385,Completed,17017000.0,4.5,False,False
B02292,2023-04-23,2023-06-17,C0770,Family,Family,Website,Card,Hội An,5,2738000.0,0.0442718099882185,Completed,13084000.0,3.8,False,False
B03357,2024-07-19,2024-08-12,C0770,Student,Beach,Mobile App,E-wallet,Huế,2,3614000.0,0.1368404798986754,Completed,6239000.0,3.2,True,False
B02293,2023-04-24,2023-04-24,C0771,Young Professional,Beach,Mobile App,Card,Đà Lạt,3,3308000.0,0.0554644249193594,Completed,9374000.0,4.4,False,False
B03144,2024-04-27,2024-05-21,C0771,Young Professional,Cultural,Agent,Card,Nha Trang,2,3287000.0,0.1450121748698107,Completed,5621000.0,3.5,True,False
B03881,2025-03-10,2025-05-12,C0771,Family,Adventure,Agent,Card,Phú Quốc,1,5450000.0,0.1524946252484872,Completed,4619000.0,4.4,True,False
B04150,2025-07-01,2025-08-18,C0771,Family,City Break,Website,Card,Phú Quốc,1,2427000.0,0.1135564645589818,Completed,2151000.0,3.6,True,False
B02295,2023-04-24,2023-06-02,C0772,Young Professional,City Break,Mobile App,Card,Huế,1,2106000.0,0.1337655260899685,Completed,1824000.0,4.2,False,False
B02730,2023-11-04,2024-01-14,C0772,Corporate,Beach,Agent,Card,Huế,1,3600000.0,0.0270433562846317,Completed,3503000.0,4.0,True,False
B04083,2025-06-06,2025-07-24,C0772,Young Professional,Family,Agent,Card,Hội An,1,2658000.0,0.0817242820647166,Completed,2441000.0,4.3,True,False
B02299,2023-04-27,2023-06-16,C0773,Student,Cultural,Website,Cash,Phú Quốc,2,2884000.0,0.0931225353467644,Completed,5231000.0,4.0,False,False
B03255,2024-06-10,2024-08-10,C0773,Young Professional,Foodie,Mobile App,Cash,Đà Nẵng,1,2684000.0,0.1450181158696392,Completed,2295000.0,4.3,True,False
B02706,2023-10-23,2023-11-21,C0774,Corporate,Beach,Website,Card,Hạ Long,1,3702000.0,0.0882585507144369,Completed,3375000.0,4.4,True,False
B02781,2023-11-24,2023-12-25,C0774,Family,Cultural,Agent,Bank Transfer,Sa Pa,2,2615000.0,0.1759204257584177,Completed,4310000.0,4.1,True,False
B02301,2023-04-27,2023-07-02,C0775,Student,Family,Agent,Card,Huế,2,3092000.0,0.114295913589163,Completed,5477000.0,4.8,False,False
B03202,2024-05-20,2024-09-12,C0775,Family,Beach,Agent,Card,Hạ Long,2,4038000.0,0.1148895838644876,Completed,7148000.0,4.5,True,False
B03823,2025-02-11,2025-06-01,C0775,Family,Beach,Mobile App,Bank Transfer,Đà Nẵng,2,5060000.0,0.0906949554121713,Completed,9202000.0,3.8,True,False
B02304,2023-04-30,2023-07-03,C0776,Corporate,Adventure,Website,Cash,Đà Lạt,4,4608000.0,0.124423552066331,Completed,16139000.0,4.0,False,False
B02305,2023-04-30,2023-05-20,C0777,Young Professional,Cultural,Mobile App,Card,Nha Trang,1,3188000.0,0.0802041123873899,Completed,2932000.0,4.2,False,False
B02306,2023-04-30,2023-07-06,C0778,Family,Adventure,Website,Cash,Sa Pa,1,5020000.0,0.101948688529621,Completed,4508000.0,4.0,False,False
B04047,2025-05-26,2025-06-04,C0778,Family,Family,Website,Cash,Huế,1,3268000.0,,Completed,2699000.0,4.0,True,False
B02310,2023-05-01,2023-07-03,C0779,Student,Family,Website,Card,Hạ Long,2,3956000.0,0.2036654358137518,Completed,6301000.0,5.0,False,False
B02311,2023-01-05,2023-07-06,C0780,Corporate,Beach,Website,Card,Nha Trang,1,4949000.0,0.1113599042164779,Completed,4398000.0,4.4,False,False
B03511,2024-09-18,2024-12-17,C0780,Family,Beach,Website,Card,Đà Nẵng,3,4522000.0,0.0779829114695304,Completed,12508000.0,4.1,True,False
B02315,2023-05-05,2023-07-09,C0781,Corporate,Beach,,Card,Hạ Long,1,4334000.0,0.1186189773809327,Completed,3820000.0,4.9,False,False
B03328,2024-07-12,2024-09-29,C0781,Family,Adventure,Agent,Cash,Sa Pa,3,4535000.0,0.0877906750635377,Completed,12411000.0,3.7,True,False
B02317,2023-05-05,2023-05-05,C0783,Corporate,Family,Website,Card,Đà Nẵng,3,3543000.0,0.1268814436531368,Completed,9280000.0,4.4,False,False
B04338,2025-09-10,2025-11-22,C0783,Young Professional,Beach,Website,Card,Hạ Long,1,3848000.0,0.1409596250820385,Completed,3306000.0,4.1,True,False
B02319,2023-05-05,2023-07-12,C0784,Family,Beach,Website,Card,Phú Quốc,3,4546000.0,0.0904521020921855,Completed,12404000.0,4.0,False,False
B02320,2023-05-05,2023-05-09,C0785,Student,Family,Agent,Card,Hà Nội,2,3071000.0,0.0936887458393794,Completed,5567000.0,4.0,False,False
B04186,2025-07-10,2025-09-04,C0785,Family,Family,Website,E-wallet,Đà Nẵng,3,3172000.0,0.1051011861522655,Completed,8516000.0,3.7,True,False
B02323,2023-05-07,2023-06-02,C0787,,Beach,Agent,E-wallet,Sa Pa,3,4053000.0,0.0854729014936911,Completed,11120000.0,4.4,False,False
B02975,2024-02-10,2024-02-24,C0787,Corporate,Beach,Website,Card,Huế,2,3898000.0,0.0377994198228723,Completed,7501000.0,3.5,True,False
B04195,2025-07-14,2025-08-24,C0787,Corporate,Family,Agent,E-wallet,Đà Nẵng,5,3580000.0,0.1323988223128926,Completed,15530000.0,3.9,True,False
B02324,2023-05-09,2023-06-11,C0788,Family,Cultural,Agent,Bank Transfer,Đà Nẵng,1,2879000.0,0.1468526098537567,Completed,2456000.0,4.3,False,False
B03910,2025-03-27,2025-05-11,C0788,Student,Cultural,Website,Card,Huế,3,2257000.0,0.0662679860985902,Completed,6322000.0,4.9,True,False
B02325,2023-05-09,2023-05-30,C0789,Young Professional,Family,Website,Card,Nha Trang,1,3340000.0,,Completed,3169000.0,3.4,False,False
B03068,2024-03-25,2024-05-17,C0789,Young Professional,Family,Website,Cash,Huế,1,3007000.0,0.1416594362353122,Completed,2581000.0,4.4,True,False
B04091,2025-06-09,2025-08-01,C0789,Corporate,Cultural,Website,Card,Huế,1,2454000.0,0.1148306880940745,Completed,2172000.0,3.3,True,False
B02332,2023-05-10,2023-07-03,C0791,Corporate,Foodie,Agent,Card,Huế,3,2640000.0,0.052874960392156,Completed,7501000.0,4.3,False,False
B02334,2023-05-11,2023-07-22,C0792,Young Professional,Adventure,Agent,Bank Transfer,Hạ Long,1,6113000.0,0.0826829306373957,Completed,5608000.0,4.2,False,False
B02335,2023-05-11,2023-07-25,C0793,Student,Foodie,,Cash,Đà Lạt,4,2700000.0,0.0767294600989885,Completed,9971000.0,4.9,False,False
B04122,2025-06-21,2025-07-25,C0793,Young Professional,City Break,Agent,Cash,Hà Nội,1,2931000.0,,Completed,2583000.0,4.2,True,False
B02336,2023-05-13,2023-06-21,C0794,Student,Adventure,Website,Card,Nha Trang,2,5453000.0,0.1106425721257988,Completed,9699000.0,4.7,False,False
B02610,2023-09-15,2023-10-31,C0795,Family,Foodie,Website,Bank Transfer,Đà Lạt,4,2390000.0,0.0020854890390379,Completed,9540000.0,4.3,True,False
B02704,2023-10-22,2023-11-28,C0795,Student,Foodie,Mobile App,Bank Transfer,Hà Nội,2,2053000.0,0.0573601238511092,Completed,3870000.0,4.2,True,False
B02769,2023-11-19,2024-01-09,C0795,Young Professional,Family,,Bank Transfer,Hạ Long,3,3176000.0,0.1422426742225823,Completed,8173000.0,4.6,True,False
B02344,2023-05-20,2023-06-28,C0796,Student,Beach,Agent,Card,Hà Nội,2,4543000.0,0.1172264506981638,Completed,8021000.0,4.2,False,False
B02612,2023-09-15,2023-11-13,C0797,Corporate,Cultural,Mobile App,Bank Transfer,Hội An,3,2629000.0,0.0665036636818989,Completed,7362000.0,3.9,True,False
B02349,2023-05-22,2023-07-13,C0798,Young Professional,Beach,Website,Bank Transfer,TP.HCM,2,3981000.0,0.0708553960780772,Completed,7398000.0,3.2,False,False
B02534,2023-08-16,2023-10-29,C0798,Family,Cultural,Website,Bank Transfer,Hà Nội,1,2856000.0,0.1535008110094691,Completed,2418000.0,4.2,True,False
B02351,2023-05-23,2023-08-25,C0799,Corporate,City Break,Mobile App,,Phú Quốc,1,2186000.0,0.1050485463160898,Completed,1956000.0,4.6,False,False
B02355,2023-05-25,2023-07-15,C0800,Student,Family,Website,Card,Nha Trang,2,3931000.0,0.1350436207617501,Completed,6800000.0,4.5,False,False
B02901,2024-01-10,2024-04-10,C0800,Student,Family,Mobile App,Bank Transfer,TP.HCM,3,3627000.0,0.1424631447997101,Completed,9331000.0,3.8,True,False
B02357,2023-05-27,2023-07-26,C0801,Young Professional,Cultural,Mobile App,Card,Hội An,2,2846000.0,0.1606417101084765,Completed,4778000.0,4.2,False,False
B02361,2023-05-27,2023-08-02,C0803,Student,Cultural,Website,Card,Hội An,1,2794000.0,0.0800211995137233,Completed,2570000.0,3.7,False,False
B02362,2023-05-28,2023-08-06,C0804,Young Professional,Family,Mobile App,,Hạ Long,2,3726000.0,0.0379484297347425,Completed,7169000.0,4.3,False,False
B04349,2025-09-16,2025-11-26,C0804,Family,Beach,Mobile App,Bank Transfer,Phú Quốc,1,3881000.0,0.0979118616738961,Completed,3501000.0,4.5,True,False
B02363,2023-05-29,2023-06-14,C0805,Student,Adventure,Call Center,Card,Hạ Long,3,6298000.0,0.0902733139029229,Completed,17188000.0,4.6,False,False
B02366,2023-05-30,2023-07-13,C0806,Young Professional,Adventure,Website,Card,Nha Trang,4,5547000.0,0.0765727516792859,Completed,20489000.0,4.4,False,False
B02637,2023-09-23,2023-11-06,C0806,Family,Beach,Website,Bank Transfer,Huế,1,3337000.0,0.0753157291869664,Completed,3086000.0,4.2,True,False
B02374,2023-06-04,2023-07-27,C0807,Family,Beach,Website,Card,Hà Nội,3,4604000.0,0.0940377207061736,Completed,12513000.0,4.2,False,False
B02375,2023-06-04,2023-06-22,C0808,Corporate,Adventure,Mobile App,Card,Hạ Long,1,6034000.0,0.1739904647175333,Completed,4984000.0,3.9,False,False
B03463,2024-09-01,2024-10-04,C0808,Young Professional,Adventure,Website,Card,Hội An,1,4437000.0,0.1564713560822907,Completed,3743000.0,3.4,True,False
B04311,2025-08-31,2025-11-28,C0808,Young Professional,Foodie,Mobile App,Bank Transfer,Hạ Long,3,2676000.0,0.026441228317277,Completed,7816000.0,4.5,True,False
B02376,2023-06-04,2023-07-29,C0809,Student,Beach,Website,,Đà Nẵng,1,4383000.0,0.0229030885423833,Completed,4283000.0,3.8,False,False
B02800,2023-11-30,2024-01-10,C0809,Student,Adventure,Mobile App,Card,Phú Quốc,3,5172000.0,0.0520666946426298,Completed,14708000.0,3.7,True,False
B02383,2023-06-09,2023-08-07,C0810,Student,Cultural,Website,Card,TP.HCM,2,2311000.0,0.110167184534282,Completed,4113000.0,3.8,False,False
B03278,2024-06-19,2024-09-01,C0810,Corporate,City Break,Mobile App,Card,Đà Lạt,3,2138000.0,0.0579323527474679,Completed,6042000.0,4.3,True,False
B02385,2023-06-10,2023-07-11,C0811,Student,Beach,Website,,TP.HCM,2,3748000.0,0.0664330007624574,Completed,6998000.0,4.2,False,False
B02840,2023-12-16,2024-02-16,C0811,Family,Family,Website,Card,Hà Nội,2,3045000.0,0.1068869071530758,Completed,5439000.0,4.3,True,False
B02386,2023-06-11,2023-07-16,C0812,Young Professional,Adventure,Website,Card,TP.HCM,2,5461000.0,0.0470871882824917,Completed,10408000.0,4.0,False,False
B02389,2023-06-11,2023-06-11,C0813,Corporate,Cultural,Agent,Card,Phú Quốc,1,2731000.0,0.1737739753700977,Completed,2256000.0,3.4,False,False
B02390,2023-06-11,2023-07-03,C0814,Young Professional,Beach,Website,Card,Huế,2,3976000.0,0.1251231960509981,Completed,6957000.0,4.4,False,False
B03277,2024-06-19,2024-09-23,C0814,Young Professional,Adventure,Mobile App,Card,Huế,4,4540000.0,0.1212590487926521,Completed,15958000.0,4.6,True,False
B03860,2025-02-28,2025-06-07,C0814,Family,Family,Agent,Card,Hạ Long,3,3655000.0,0.1154408100389523,Completed,9699000.0,4.2,True,False
B02393,2023-06-13,2023-09-05,C0816,Student,Beach,Website,Cash,Phú Quốc,3,4127000.0,0.1417109283182273,Completed,10626000.0,4.2,False,False
B02394,2023-06-13,2023-07-08,C0817,Young Professional,Adventure,Agent,Card,Nha Trang,1,5098000.0,0.1549761086621882,Completed,4308000.0,4.5,False,False
B02397,2023-06-15,2023-06-24,C0818,Student,Adventure,Agent,Card,Huế,2,5382000.0,0.1325836251746393,Completed,9337000.0,4.1,False,False
B03390,2024-08-01,2024-09-27,C0818,Family,Adventure,Website,Card,TP.HCM,1,4943000.0,0.1137527592307618,Completed,4381000.0,3.6,True,False
B04063,2025-05-31,2025-06-28,C0818,Student,Family,Mobile App,Cash,Đà Nẵng,2,3510000.0,0.1045629965734479,Completed,6286000.0,4.8,True,False
B02400,2023-06-16,2023-08-08,C0819,Young Professional,City Break,Mobile App,Card,Đà Nẵng,1,2726000.0,0.1279330066288651,Completed,2377000.0,4.9,False,False
B02608,2023-09-14,2023-11-17,C0819,Family,Cultural,Agent,Bank Transfer,Nha Trang,1,3248000.0,0.1754283211610797,Completed,2678000.0,4.3,True,False
B02811,2023-12-03,2024-01-14,C0819,Young Professional,Adventure,Website,Card,Hạ Long,1,6064000.0,0.137404289149098,Completed,5231000.0,4.5,True,False
B03480,2024-07-09,2024-10-11,C0819,Young Professional,Beach,Call Center,Bank Transfer,Sa Pa,1,3927000.0,0.1097981989071545,Completed,3496000.0,4.8,True,False
B03491,2024-09-10,2024-10-31,C0819,Family,Family,Website,Card,Đà Lạt,1,3098000.0,,Completed,2985000.0,5.0,True,False
B02406,2023-06-18,2023-08-22,C0820,Student,Beach,Mobile App,Card,Đà Lạt,1,3519000.0,0.0735299347492814,Completed,3260000.0,4.0,False,False
B02633,2023-09-22,2023-11-12,C0820,Family,Foodie,Agent,E-wallet,TP.HCM,1,2385000.0,0.070785833435563,Completed,2216000.0,4.7,True,False
B03026,2024-03-03,2024-03-28,C0820,Student,Beach,Website,Card,Đà Nẵng,1,4321000.0,0.1345614651580368,Completed,3740000.0,4.6,True,False
B02407,2023-06-18,2023-08-23,C0821,Family,Foodie,Agent,Bank Transfer,Hạ Long,1,2838000.0,0.0831928482952717,Completed,2602000.0,3.5,False,False
B02900,2024-01-09,2024-03-09,C0821,Young Professional,Foodie,Mobile App,Card,Hội An,1,2155000.0,0.1125490419744903,Completed,1912000.0,4.4,True,False
B03059,2024-03-23,2024-06-03,C0821,Student,Cultural,Mobile App,Cash,Phú Quốc,4,2594000.0,0.2002405300318174,Completed,8298000.0,4.0,True,False
B02408,2023-06-18,2023-08-03,C0822,Corporate,Cultural,Website,,Hà Nội,3,3086000.0,0.1340030247784665,Completed,8017000.0,4.2,False,False
B02409,2023-06-19,2023-08-04,C0823,Corporate,City Break,Website,Card,Hà Nội,1,2825000.0,0.1014573830722137,Completed,2538000.0,4.7,False,False
B02696,2023-10-18,2023-11-19,C0823,Young Professional,Adventure,Agent,Bank Transfer,Phú Quốc,1,5112000.0,0.1113452370501772,Completed,4543000.0,4.7,True,False
B04149,2025-06-30,2025-08-01,C0823,Family,Cultural,Mobile App,Cash,Phú Quốc,1,2894000.0,0.1158662007267799,Completed,2559000.0,4.3,True,False
B02412,2023-06-19,2023-07-07,C0824,Family,Family,Agent,Cash,Nha Trang,2,4003000.0,0.0454715382135152,Completed,7642000.0,4.2,False,False
B02824,2023-12-09,2024-01-20,C0824,Student,Family,Website,Card,Đà Nẵng,1,3393000.0,0.1104326409497984,Completed,3018000.0,4.0,True,False
B03935,2025-04-10,2025-06-05,C0824,Young Professional,Family,Agent,Cash,Hạ Long,1,3835000.0,0.0478482448151977,Completed,3652000.0,4.3,True,False
B04373,2025-09-28,2025-11-14,C0824,Young Professional,Adventure,Website,Cash,Nha Trang,3,5022000.0,0.1090924819370695,Completed,13422000.0,3.9,True,False
B02413,2023-06-20,2023-08-24,C0825,Corporate,Beach,Website,Card,Hạ Long,2,4035000.0,0.1251429220172142,Completed,7060000.0,4.4,False,False
B02481,2023-07-20,2023-09-04,C0825,Corporate,Adventure,Website,Bank Transfer,Hội An,2,4828000.0,0.0877630914835483,Completed,8809000.0,4.5,True,False
B02415,2023-06-20,2023-08-27,C0826,Corporate,City Break,Call Center,Card,Hội An,1,1556000.0,0.1370674134832213,Completed,1343000.0,3.4,False,False
B02494,2023-07-27,2023-09-04,C0826,Family,Beach,Website,Cash,Phú Quốc,1,3620000.0,0.1045850704473542,Completed,3241000.0,3.6,True,False
B02503,2023-07-29,2023-10-04,C0826,Family,Adventure,Call Center,Bank Transfer,Nha Trang,3,4729000.0,0.1447467041586913,Completed,12133000.0,4.3,True,False
B02416,2023-06-20,2023-07-29,C0827,Young Professional,City Break,Mobile App,,Đà Nẵng,2,2765000.0,0.078397065440028,Completed,5096000.0,4.8,False,False
B03709,2024-12-17,2025-01-24,C0827,Young Professional,Cultural,Website,Cash,Hạ Long,1,2694000.0,0.1334035887602934,Completed,2335000.0,4.0,True,False
B04038,2025-05-22,2025-07-18,C0827,,Cultural,Agent,Cash,Phú Quốc,4,2644000.0,0.1425724333019075,Completed,9068000.0,4.1,True,False
B02422,2023-06-22,2023-07-18,C0828,Young Professional,Family,Website,Card,Phú Quốc,1,3663000.0,0.0789548143131625,Completed,3374000.0,4.2,False,False
B02426,2023-06-23,2023-09-04,C0829,Corporate,Beach,Website,Cash,Hạ Long,2,4003000.0,0.1022414504495837,Completed,7187000.0,4.2,False,False
B02427,2023-06-23,2023-08-20,C0830,Young Professional,Family,Website,Card,Nha Trang,3,3807000.0,0.1598792067677791,Completed,9595000.0,4.0,False,False
B02428,2023-06-23,2023-08-03,C0831,Family,Beach,Website,Card,Đà Nẵng,3,4647000.0,0.1416931158383389,Completed,11966000.0,4.0,False,False
B02429,2023-06-24,2023-08-17,C0832,Student,City Break,Mobile App,Card,Huế,3,2034000.0,0.1741451667912918,Completed,5039000.0,4.8,False,False
B04325,2025-09-04,2025-10-21,C0832,Student,Adventure,Mobile App,Card,Đà Lạt,1,4896000.0,0.1113313913698136,Completed,4351000.0,4.0,True,False
B02431,2023-06-25,2023-07-07,C0833,Student,City Break,Website,Card,Nha Trang,1,2644000.0,0.0914025098186399,Completed,2402000.0,3.9,False,False
B03395,2024-08-02,2024-10-04,C0834,Student,Foodie,Agent,Card,Sa Pa,1,2696000.0,0.0506552477009036,Completed,2559000.0,4.0,True,False
B03658,2024-11-21,2025-01-09,C0834,Young Professional,Foodie,Website,E-wallet,Nha Trang,3,2756000.0,0.1619254880350346,Completed,6929000.0,3.5,True,False
B02435,2023-06-28,2023-08-30,C0835,Family,Foodie,Mobile App,,Huế,3,2712000.0,0.1518277637960463,Completed,6901000.0,4.7,False,False
B02541,2023-08-17,2023-09-27,C0835,Corporate,Beach,Mobile App,Card,Hội An,1,4038000.0,0.1017511667353619,Completed,3627000.0,4.7,True,False
B03509,2024-09-17,2024-11-17,C0835,Young Professional,Foodie,Mobile App,Card,Đà Nẵng,1,2462000.0,0.1480795932868928,Completed,2097000.0,3.8,True,False
B02439,2023-06-29,2023-08-16,C0836,Family,City Break,Website,Bank Transfer,Phú Quốc,4,2246000.0,0.1012024002943021,Completed,8075000.0,4.2,False,False
B02835,2023-12-14,2024-02-09,C0836,Family,Beach,Mobile App,Bank Transfer,Hà Nội,1,4719000.0,0.0735269110041872,Completed,4372000.0,4.5,True,False
B02440,2023-06-29,2023-09-10,C0837,Student,Beach,Website,Card,Nha Trang,2,4328000.0,0.0539875055091185,Completed,8189000.0,4.3,False,False
B03768,2025-01-15,2025-02-26,C0837,Family,City Break,Website,Bank Transfer,Đà Nẵng,3,2727000.0,0.0,Completed,8181000.0,4.6,True,False
B02441,2023-06-30,2023-07-18,C0838,Young Professional,Adventure,,Card,Hạ Long,1,5810000.0,0.1419838706974363,Completed,4985000.0,4.0,False,False
B02443,2023-07-01,2023-08-11,C0839,Young Professional,Cultural,Website,Bank Transfer,Đà Nẵng,1,2721000.0,0.1058045781948487,Completed,2433000.0,4.6,False,False
B02476,2023-07-17,2023-09-03,C0839,Family,City Break,Website,Cash,Nha Trang,1,2559000.0,0.109792390793668,Completed,2278000.0,4.5,True,False
B03025,2024-03-03,2024-03-11,C0839,Corporate,City Break,Website,Bank Transfer,Đà Nẵng,4,2587000.0,0.095142605550982,Completed,9363000.0,4.9,True,False
B03987,2025-05-03,2025-05-13,C0839,Family,Cultural,Agent,Cash,Hà Nội,1,2617000.0,0.1014141782745275,Completed,2352000.0,4.1,True,False
B04367,2025-09-24,2025-11-17,C0839,Young Professional,Beach,Call Center,Card,TP.HCM,2,3634000.0,0.1279845687293909,Completed,6338000.0,3.9,True,False
B02446,2023-07-02,2023-08-01,C0840,,City Break,Mobile App,Card,Đà Nẵng,4,2602000.0,0.0665466636943236,Completed,9715000.0,4.0,False,False
B02830,2023-12-10,2024-01-15,C0841,Student,Family,Website,Bank Transfer,Hạ Long,5,3520000.0,0.0878113554525146,Completed,16055000.0,4.0,True,False
B02448,2023-07-02,2023-08-05,C0842,Young Professional,Family,Agent,Bank Transfer,Hạ Long,3,3850000.0,0.1342047513018771,Completed,10000000.0,4.5,False,False
B02841,2023-12-16,2024-02-08,C0842,Family,Cultural,,,Hội An,1,2983000.0,0.1345850669438186,Completed,2582000.0,3.6,True,False
B03501,2024-09-15,2024-10-23,C0842,Student,Foodie,Mobile App,,Hạ Long,1,2309000.0,,Completed,1921000.0,4.9,True,False
B02453,2023-07-04,2023-09-03,C0843,Corporate,Cultural,Website,Bank Transfer,Đà Nẵng,2,2676000.0,0.1718476700740744,Completed,4432000.0,5.0,False,False
B03081,2024-03-30,2024-07-11,C0843,Family,Adventure,Call Center,Card,TP.HCM,3,5995000.0,0.0762276145749681,Completed,16614000.0,4.5,True,False
B02454,2023-07-04,2023-08-02,C0844,Family,City Break,Website,Cash,Sa Pa,2,2276000.0,0.0652560165141682,Completed,4255000.0,3.7,False,False
B02457,2023-07-06,2023-10-15,C0845,Family,Family,Website,Card,Nha Trang,3,3579000.0,0.1945229738237204,Completed,8648000.0,4.5,False,False
B02615,2023-09-16,2023-11-08,C0845,Young Professional,Family,Mobile App,Card,Đà Nẵng,4,3413000.0,0.0745852707322341,Completed,12634000.0,4.2,True,False
B02955,2024-02-02,2024-04-07,C0845,Family,City Break,Website,Cash,Nha Trang,2,2647000.0,0.0447899165035926,Completed,5057000.0,3.5,True,False
B03382,2024-07-30,2024-09-22,C0845,Family,Foodie,,Bank Transfer,Đà Lạt,4,2349000.0,0.1212561651312578,Completed,8257000.0,3.9,True,False
B02458,2023-07-06,2023-08-19,C0846,Family,Family,Agent,Card,Nha Trang,1,3718000.0,0.0910969848355109,Completed,3379000.0,4.0,False,False
B02460,2023-07-08,2023-08-17,C0847,,Family,Agent,Bank Transfer,TP.HCM,2,3613000.0,0.1284388542270561,Completed,6298000.0,4.6,False,False
B02582,2023-08-30,2023-09-25,C0847,Corporate,City Break,Website,Card,Đà Nẵng,4,2393000.0,0.1194268783851751,Completed,8429000.0,4.2,True,False
B02461,2023-07-08,2023-08-15,C0848,Young Professional,Adventure,Website,Card,Đà Nẵng,2,5838000.0,0.1425832558033541,Completed,10011000.0,4.3,False,False
B03273,2024-06-18,2024-08-06,C0848,Young Professional,Cultural,Mobile App,Card,TP.HCM,2,2443000.0,0.077053957577814,Completed,4510000.0,4.1,True,False
B02465,2023-07-11,2023-10-01,C0849,Student,Foodie,Website,Card,Phú Quốc,1,2593000.0,0.105317677380552,Completed,2320000.0,3.1,False,False
B02468,2023-07-12,2023-08-30,C0850,Corporate,Foodie,Website,Card,Hội An,1,2236000.0,0.1279038540583142,Completed,1950000.0,4.2,False,False
B02470,2023-07-15,2023-09-02,C0851,Young Professional,Cultural,Mobile App,Cash,Nha Trang,3,3440000.0,0.0600504071402158,Completed,9700000.0,5.0,False,False
B02474,2023-07-17,2023-08-24,C0852,Young Professional,City Break,Website,E-wallet,Đà Nẵng,1,2769000.0,0.0887902735411661,Completed,2523000.0,3.9,False,False
B03143,2024-04-26,2024-05-17,C0852,Family,Cultural,Website,Card,Phú Quốc,1,2497000.0,0.02476042548851,Completed,2435000.0,4.8,True,False
B03512,2024-09-21,2024-10-09,C0852,Young Professional,Family,Agent,Card,Đà Nẵng,1,3113000.0,0.1059044596655336,Completed,2783000.0,3.5,True,False
B02478,2023-07-19,2023-09-29,C0853,Young Professional,Cultural,Agent,Card,Sa Pa,1,2513000.0,0.0726699672487007,Completed,2330000.0,4.4,False,False
B02480,2023-07-20,2023-10-13,C0854,Corporate,Beach,Website,Card,Hạ Long,1,4016000.0,0.1687179356121139,Completed,3338000.0,3.8,False,False
B02484,2023-07-22,2023-07-28,C0855,Family,Adventure,Mobile App,Card,Nha Trang,1,5081000.0,0.1127003632541595,Completed,4508000.0,4.2,False,False
B03450,2024-08-28,2024-10-21,C0855,Family,Beach,Website,,Hội An,1,3774000.0,0.1339424905285107,Completed,3269000.0,3.9,True,False
B03816,2025-02-08,2025-03-28,C0855,Student,Adventure,Website,Cash,TP.HCM,1,5226000.0,0.0906072404967001,Completed,4752000.0,4.8,True,False
B02490,2023-07-27,2023-09-26,C0856,Student,Family,Mobile App,Cash,TP.HCM,1,3285000.0,0.0709693851756778,Completed,3052000.0,3.8,False,False
B02491,2023-07-27,2023-09-25,C0857,Student,Cultural,Call Center,Cash,Đà Nẵng,1,2654000.0,0.0785302093102467,Completed,2446000.0,3.9,False,False
B03533,2024-09-28,2024-11-29,C0857,Young Professional,Cultural,Website,Bank Transfer,Đà Nẵng,2,2817000.0,0.0797051577602118,Completed,5185000.0,4.0,True,False
B02493,2023-07-27,2023-08-19,C0858,Family,Cultural,Website,Cash,Phú Quốc,3,2851000.0,0.1031299220247713,Completed,7671000.0,4.3,False,False
B03109,2024-04-13,2024-04-24,C0858,Family,City Break,Website,Card,Đà Nẵng,3,2707000.0,0.1464526090343985,Completed,6932000.0,3.9,True,False
B02495,2023-07-28,2023-08-24,C0859,Student,City Break,Website,E-wallet,Đà Lạt,1,2457000.0,0.151070488145097,Completed,2086000.0,5.0,False,False
B02578,2023-08-28,2023-09-09,C0860,Student,Foodie,Website,Card,Phú Quốc,2,2626000.0,0.1120550392369597,Completed,4663000.0,4.0,True,False
B02496,2023-07-28,2023-09-20,C0860,,Adventure,Website,Card,Nha Trang,3,4976000.0,0.0992568731546858,Completed,13446000.0,4.1,False,False
B02498,2023-07-28,2023-08-30,C0861,Young Professional,Adventure,Mobile App,Cash,Hạ Long,2,6193000.0,0.109248463098895,Completed,11033000.0,3.4,False,False
B02500,2023-07-29,2023-09-18,C0862,Young Professional,Cultural,Website,Bank Transfer,Phú Quốc,2,2571000.0,0.1060444885189306,Completed,4597000.0,3.3,False,False
B03560,2024-10-11,2024-12-05,C0862,Student,Cultural,Website,Card,Hội An,2,2931000.0,0.1495023948235926,Completed,4986000.0,3.9,True,False
B02501,2023-07-29,2023-09-07,C0863,Student,Family,Mobile App,Card,Hội An,1,2721000.0,0.0512774178089235,Completed,2581000.0,4.6,False,False
B02502,2023-07-29,2023-08-26,C0864,Family,Adventure,,Card,Hà Nội,1,4896000.0,,Completed,4099000.0,3.4,False,False
